nuclear-player-bin-debug 0.6.48-1
numactl 2.0.19-1
nvm 0.40.3-1
nyancat 1.5.2-3
nyaovim-debug 0.2.0-1
obs-studio 31.1.1-1
obsidian 1.8.10-1
ocl-icd 2.3.3-1
okular 25.04.3-1
onefetch 2.25.0-1
oneko 1.2.5-6
oneko-debug 1.2.5-6
onetbb 2022.2.0-1
oniguruma 6.9.10-1
onionshare 2.6.3-2
open-iscsi 2.1.11-1
open-isns 0.103-1
openal 1.24.3-1
openbsd-netcat 1.229_1-2
opencascade 1:7.9.1-1
opencl-mesa 1:25.1.6-1
opencolorio 2.4.2-1
opencore-amr 0.1.6-2
openexr 3.3.5-1
openimageio 3.0.8.1-1
openjpeg2 2.5.3-1
openmp 20.1.8-1
openmpi 5.0.8-1
openpmix 5.0.8-1
openssh 10.0p1-3
openssl 3.5.1-1
openucx 1.18.1-3
openvpn 2.6.14-1
opus 1.5.2-1
orc 0.4.41-1
osinfo-db 20250606-1
ostree 2025.4-1
p0f 3.09b-3
p11-kit 0.25.5-1
packer 1.13.1-1
packeth 3.0-1
pacman 7.0.0.r6.gc685ae6-6
pacman-mirrorlist 20250702-2
pam 1.7.1-1
pambase 20230918-2
pango 1:1.56.4-1
pangomm 2.46.4-1
pangomm-2.48 2.56.1-1
papirus-icon-theme 20250501-1
parcellite 1.2.5-1
parole 4.20.0-1
parted 3.6-2
patch 2.8-1
patchelf 0.18.0-3
pavucontrol 1:6.1-1
pciutils 3.14.0-1
pcre 8.45-4
pcre2 10.45-1
pcsclite 2.3.3-1
pdfcrack 0.20-2
peda 1.2-5
perl 5.42.0-1
perl-clone 0.47-2
perl-curses 1.45-3
perl-digest-hmac 1.05-2
perl-digest-sha1 2.13-22
perl-encode-locale 1.05-14
perl-error 0.17030-2
perl-file-listing 6.16-5
perl-html-parser 3.83-2
perl-html-tagset 3.24-3
perl-http-cookiejar 0.014-4
perl-http-cookies 6.11-3
perl-http-daemon 6.16-5
perl-http-date 6.06-4
perl-http-message 7.00-2
perl-http-negotiate 6.01-15
perl-image-exiftool 13.30-3
perl-io-html 1.004-7
perl-io-socket-ssl 2.094-2
perl-json 4.10-2
perl-libwww 6.79-2
perl-locale-gettext 1.07-16
perl-lwp-mediatypes 6.04-7
perl-mailtools 2.22-2
perl-net-dns 1.50-2
perl-net-http 6.23-5
perl-net-ip 1.26-15
perl-net-ssleay 1.94-3
perl-socket6 0.29-11
perl-term-animation 2.6-13
perl-timedate 2.33-8
perl-try-tiny 0.32-3
perl-uri 5.32-2
perl-www-robotrules 6.02-15
phodav 3.0-4
phonon-qt6 4.12.0-5
phonon-qt6-vlc 0.12.0-5
php 8.4.10-1
picom 12.5-3
pinentry 1.3.1-5
pipes.sh 1.3.0-1
pipewire 1:1.4.7-1
pipewire-alsa 1:1.4.7-1
pipewire-audio 1:1.4.7-1
pipewire-jack 1:1.4.7-1
pipewire-pulse 1:1.4.7-1
pixiewps 1.4.2-4
pixman 0.46.4-1
pkcs11-helper 1.30.0-2
pkgconf 2.5.1-1
plasma-activities 6.4.3-1
playerctl 2.4.1-4
pnpm 10.13.1-1
polkit 126-2
polkit-qt6 0.200.0-1
pop-icon-theme 3.5.1-1
poppler 25.07.0-1
poppler-data 0.4.12-2
poppler-glib 25.07.0-1
poppler-qt6 25.07.0-1
popt 1.19-2
portaudio 1:19.7.0-3
postgresql-libs 17.5-3
potrace 1.16-3
procps-ng 4.0.5-3
procs 0.14.10-1
protobuf 31.1-1
protobuf-c 1.5.2-4
proxmark3 4.20142-1
proxychains-ng 4.17-2
proxytunnel 1.12.2-1
prrte 3.0.11-1
psmisc 23.7-1
ptunnel 0.72-6
publicsuffix-list 20240306.1440.9094af5-1
pugixml 1.15-2
purpose 6.16.0-1
pwgen 2.08-3
pwndbg 2025.04.18-1
pybind11 3.0.0-1
pyinstaller 2:6.12.0-1
pyside2 5.15.16+3.1-1
pyside6 6.9.1-2
pystring 1.1.4-2
python 3.13.5-1
python-aioquic 1.2.0-2
python-altgraph 0.17.4-3
python-appdirs 1.4.4-11
python-archinfo 9.2.148-1
python-argon2-cffi 25.1.0-1
python-argon2-cffi-bindings 21.2.0-6
python-asgiref 3.9.1-1
python-attrs 25.3.0-1
python-autocommand 2.2.2-7
python-automat 22.10.0-7
python-bcrypt 4.3.0-1
python-beautifulsoup4 4.13.3-1
python-bidict 0.23.1-4
python-bitarray 3.5.2-1
python-bitstring 4.3.1-1
python-blinker 1.8.2-2
python-bluepy 1.3.0-11
python-brotli 1.1.0-3
python-build 1.2.2-3
python-cachecontrol 1:0.14.3-1
python-cairo 1.28.0-1
python-capstone 5.0.6-1
python-certifi 2025.07.14-1
python-cffi 1.17.1-2
python-chardet 5.2.0-6
python-charset-normalizer 3.4.2-1
python-click 8.2.1-1
python-click-plugins 1.1.1-12
python-clickgen1 1.2.0-1
python-clickgen1-debug 1.2.0-1
python-colorama 0.4.6-5
python-colored-traceback 0.3.0-6
python-constantly 23.10.4-2
python-contourpy 1.3.3-1
python-coverage 7.10.0-1
python-cramjam 2.10.0-1
python-cryptography 45.0.5-1
python-cssselect 1.2.0-8
python-cycler 0.12.1-3
python-dateparser 1.2.2-1
python-dateutil 2.9.0-6
python-dbus 1.4.0-1
python-defusedxml 0.7.1-7
python-distro 1.9.0-3
python-dnspython 1:2.7.0-1
python-docopt 0.6.2-14
python-editorconfig 0.12.4-2
python-emoji 2.14.1-1
python-engineio 4.12.2-1
python-evdev 1.9.0-1
python-eventlet 0.40.2-1
python-fast-colorthief 0.0.5-1
python-filebytes 0.10.2-9
python-filelock 3.18.0-1
python-flask 3.1.1-1
python-flask-compress 1.18-1
python-flask-socketio 5.5.1-1
python-fonttools 4.59.0-1
python-frida 15.2.2-5
python-gevent 24.11.1-1
python-gevent-websocket 0.10.1-11
python-gitdb 1:4.0.11-4
python-gitpython 3.1.44-1
python-gnupg 0.5.4-2
python-gnuradio 3.10.12.0-3
python-gobject 3.52.3-3
python-greenlet 3.2.1-1
python-h11 0.16.0-1
python-h2 4.2.0-1
python-hpack 4.1.0-1
python-hyperframe 6.1.0-1
python-hyperlink 21.0.0-7
python-idna 3.10-2
python-importlib-metadata 8.7.0-1
python-incremental 22.10.0-7
python-installer 0.7.0-10
python-intervaltree 3.1.0-9
python-itemadapter 0.8.0-5
python-itemloaders 1.3.2-2
python-itsdangerous 2.2.0-1
python-jaraco.classes 3.4.0-2
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jeepney 0.9.0-1
python-jinja 1:3.1.6-1
python-jmespath 1.0.1-5
python-jsbeautifier 1.15.4-1
python-jsonschema 4.25.0-1
python-jsonschema-specifications 2025.4.1-1
python-kaitaistruct 0.10-7
python-keyring 25.6.0-1
python-kiwisolver 1.4.6-1
python-ldap3 2.9.1-8
python-ldapdomaindump 0.10.0-1
python-legacy-cgi 2.6.3-2
python-lockfile 0.12.2-14
python-lxml 6.0.0-2
python-magic 1:0.4.27-5
python-mako 1.3.10-1
python-markdown 3.8.2-1
python-markdown-it-py 3.0.0-4
python-markupsafe 3.0.2-1
python-matplotlib 3.10.3-1
python-mdurl 0.1.2-8
python-mitmproxy-rs 0.12.3-1
python-moddb 0.14.0-1
python-modern-colorthief 0.1.7-2
python-more-itertools 10.7.0-1
python-msgpack 1.0.5-3
python-mutagen 1.47.0-3
python-natsort 8.4.0-3
python-numpy 2.3.2-1
python-packaging 25.0-1
python-paramiko 3.5.1-1
python-parsel 1.8.1-4
python-passlib 1.7.4-10
python-pcapy 1.0.9-3
python-pefile 2024.8.26-1
python-pexpect 4.9.0-4
python-piexif 1.1.3-10
python-pillow 11.3.0-1
python-pillow-heif 1.0.0-1
python-pip 25.1.1-1
python-pivy 1:0.6.10-1
python-platformdirs 4.3.6-2
python-plumbum 1.9.0-2
python-ply 3.11-15
python-pooch 1.8.2-4
python-prompt_toolkit 3.0.51-1
python-protego 0.3.1-3
python-protobuf 31.1-1
python-psutil 7.0.0-1
python-pt r20240401.114.50227bd-2
python-ptrace 0.9.9-4
python-ptyprocess 0.7.0-8
python-publicsuffix2 2.20191221-9
python-pwntools 4.14.1-1
python-pyasn1 0.6.0-2
python-pyasn1-modules 0.4.0-2
python-pycparser 2.22-3
python-pycryptodome 3.23.0-1
python-pycryptodomex 3.23.0-1
python-pydispatcher 2.0.7-3
python-pyelftools 0.32-1
python-pygccxml 3.0.2-1
python-pygments 2.19.2-1
python-pylsqpack 0.3.18-3
python-pynacl 1.5.0-3
python-pynvim 0.5.2-1
python-pyopenssl 25.1.0-1
python-pyparsing 3.2.3-1
python-pyperclip 1.9.0-3
python-pyproject-hooks 1.2.0-3
python-pyqt5 5.15.11-2
python-pyqt5-sip 12.17.0-1
python-pyqtgraph 0.13.7-2
python-pyserial 3.5-7
python-pysmi 1.6.2-1
python-pysnmp 7.1.21-1
python-pysocks 1.7.1-10
python-pytz 2025.2-1
python-pyvex 9.2.160-1
python-pyxdg 0.28-4
python-pyzmq 26.2.0-1
python-pyzstd 0.17.0-1
python-qrcode 8.2-1
python-qtpy 2.4.3-1
python-queuelib 1.8.0-1
python-rarfile 4.2-3
python-referencing 0.36.2-1
python-regex 2024.11.6-2
python-requests 2.32.4-1
python-requests-file 2.1.0-2
python-rich 14.1.0-1
python-rpds-py 0.22.3-1
python-rpyc 6.0.1-2
python-ruamel-yaml 0.18.10-1
python-ruamel.yaml.clib 0.2.12-3
python-scapy 2.6.1-1
python-scipy 1.16.0-1
python-secretstorage 3.3.3-6
python-service-identity 24.2.0-2
python-setuptools 1:80.9.0-1
python-shiboken2 5.15.16+3.1-1
python-shodan 1.31.0-3
python-shtab 1.7.2-1
python-simple-websocket 1.1.0-1
python-six 1.17.0-1
python-smmap 1:6.0.0-2
python-snappy 0.7.2-2
python-socketio 5.13.0-1
python-sortedcontainers 2.4.0-7
python-soupsieve 2.6-2
python-sshtunnel 0.4.0-8
python-stem 1.8.3-3
python-stevedore 5.4.0-1
python-tabulate 0.9.0-5
python-termcolor 2.5.0-1
python-thrift 0.20.0-3
python-tinycss2 1.4.0-2
python-tldextract 5.3.0-1
python-tomlkit 0.13.3-1
python-tornado 6.4.2-1
python-tqdm 4.67.1-2
python-twisted 24.3.0-4
python-typing_extensions 4.14.1-1
python-tzlocal 1:5.3.1-1
python-ujson 5.10.0-2
python-unicorn 2.1.3-3
python-unidecode 1.3.8-4
python-urllib3 2.5.0-1
python-urwid 3.0.2-1
python-w3lib 2.2.0-1
python-waitress 3.0.2-1
python-wcwidth 0.2.13-3
python-webencodings 0.5.1-12
python-websocket-client 1.8.0-2
python-websockets 15.0.1-1
python-werkzeug 3.1.3-1
python-wheel 0.45.1-1
python-wsproto 1.2.0-6
python-wxpython 1:4.2.3-2
python-xlsxwriter 3.2.5-1
python-yaml 6.0.2-2
python-yara 4.5.1-1
python-z3-solver 4.15.1-1
python-zipp 3.21.0-2
python-zope-event 5.1.1-1
python-zope-interface 7.2-1
python-zstandard 0.23.0-3
python2 2.7.18-8
python2-argparse 1.4.0-6
python2-colorama 0.4.4-4
python2-frida 15.2.2-4
python2-prompt_toolkit 2.0.10-4
python2-pygments 2.5.2-3
python2-simplejson 3.17.2-4
python2-six 1.16.0-5
python2-wcwidth 0.2.5-6
qbittorrent 5.1.2-1
qca-qt6 2.3.10-2
qemu-audio-alsa 10.0.2-1
qemu-audio-dbus 10.0.2-1
qemu-audio-jack 10.0.2-1
qemu-audio-oss 10.0.2-1
qemu-audio-pa 10.0.2-1
qemu-audio-pipewire 10.0.2-1
qemu-audio-sdl 10.0.2-1
qemu-audio-spice 10.0.2-1
qemu-base 10.0.2-1
qemu-block-curl 10.0.2-1
qemu-block-dmg 10.0.2-1
qemu-block-nfs 10.0.2-1
qemu-block-ssh 10.0.2-1
qemu-chardev-spice 10.0.2-1
qemu-common 10.0.2-1
qemu-desktop 10.0.2-1
qemu-hw-display-qxl 10.0.2-1
qemu-hw-display-virtio-gpu 10.0.2-1
qemu-hw-display-virtio-gpu-gl 10.0.2-1
qemu-hw-display-virtio-gpu-pci 10.0.2-1
qemu-hw-display-virtio-gpu-pci-gl 10.0.2-1
qemu-hw-display-virtio-gpu-pci-rutabaga 10.0.2-1
qemu-hw-display-virtio-gpu-rutabaga 10.0.2-1
qemu-hw-display-virtio-vga 10.0.2-1
qemu-hw-display-virtio-vga-gl 10.0.2-1
qemu-hw-display-virtio-vga-rutabaga 10.0.2-1
qemu-hw-uefi-vars 10.0.2-1
qemu-hw-usb-host 10.0.2-1
qemu-hw-usb-redirect 10.0.2-1
qemu-hw-usb-smartcard 10.0.2-1
qemu-img 10.0.2-1
qemu-system-x86 10.0.2-1
qemu-system-x86-firmware 10.0.2-1
qemu-ui-curses 10.0.2-1
qemu-ui-dbus 10.0.2-1
qemu-ui-egl-headless 10.0.2-1
qemu-ui-gtk 10.0.2-1
qemu-ui-opengl 10.0.2-1
qemu-ui-sdl 10.0.2-1
qemu-ui-spice-app 10.0.2-1
qemu-ui-spice-core 10.0.2-1
qemu-vhost-user-gpu 10.0.2-1
qflipper 1.3.3-3
qhull 2020.2-5
qt5-base 5.15.17+kde+r123-1
qt5-declarative 5.15.17+kde+r21-1
qt5-graphicaleffects 5.15.17-1
qt5-multimedia 5.15.17+kde+r2-1
qt5-quickcontrols2 5.15.17+kde+r5-1
qt5-svg 5.15.17+kde+r5-1
qt5-translations 5.15.17-1
qt5-wayland 5.15.17+kde+r57-1
qt5-x11extras 5.15.17-1
qt5-xmlpatterns 5.15.17-1
qt6-5compat 6.9.1-1
qt6-base 6.9.1-5
qt6-declarative 6.9.1-2
qt6-multimedia 6.9.1-1
qt6-multimedia-ffmpeg 6.9.1-1
qt6-positioning 6.9.1-1
qt6-scxml 6.9.1-1
qt6-serialport 6.9.1-1
qt6-shadertools 6.9.1-1
qt6-speech 6.9.1-1
qt6-svg 6.9.1-1
qt6-tools 6.9.1-2
qt6-translations 6.9.1-1
qt6-wayland 6.9.1-1
qt6-webchannel 6.9.1-1
qt6-webengine 6.9.1-2
quazip-qt5 1.5-1
qwt 6.3.0-1
r2ghidra 5.9.4-2
radamsa 0.7-1
radare2 5.9.8-1
ragel 6.10-4
raptor 2.0.16-7
rarcrack 0.2-8
rasqal 1:0.9.33-7
rathole 0.5.0-1
rav1e 0.7.1-1
rdma-core 58.0-1
re2 1:20240702-5
readline 8.3.001-1
reaver 1.6.6-1
recode 3.7.15-1
redland 1:1.0.17-9
rfdump 1.6-6
rhash 1.4.4-1
ripgrep 14.1.1-1
riseup-vpn 0.24.10-1
riseup-vpn-debug 0.24.10-1
ristretto 0.13.4-1
rizin 0.8.1-1
rkhunter 1.4.6-4
rnnoise 1:0.2-1
rofi 1.7.9.1-1
ropgadget 7.6-1
ropper 1.13.13-1
routersploit 3.4.7-1
rsync 3.4.1-2
rtkit 0.13-3
rtl-sdr 1:2.0.2-1
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
ruby 3.4.4-2
ruby-bundler 2.6.9-1
ruby-erb 4.0.4-9
ruby-manpages 0.6.1-8
ruby-optimist 3.1.0-5
ruby-paint 2.3.0-6
ruby-rdoc 6.10.0-57
rubygems 3.6.7-2
runc 1.3.0-1
rust 1:1.88.0-1
rustscan 2.4.1-1
rutabaga-ffi 0.1.6-2
rxvt-unicode 9.31-8
rxvt-unicode-terminfo 9.31-8
rz-cutter 2.4.1-1
rz-ghidra 0.8.0-1
sassc 3.6.2-5
sbc 2.0-2
scanmem 0.17-10
scap-dkms 0.20.0-3
scapy 2.6.1-1
scour 0.38.2-5
scrapy 2.12.0-1
sddm 0.21.0-6
sddm-theme-sugar-candy-git r41.a1fae51-1
sdl12-compat 1.2.68-2
sdl2-compat 2.32.56-2
sdl2_image 2.8.8-1
sdl3 3.2.18-1
seabios 1.17.0-1
sed 4.9-3
semver 7.7.2-1
serd 0.32.4-1
serf 1.3.10-2
session-desktop-appimage 1.16.3-1
set 1:8.0.3-8
shaderc 2025.3-1
shadow 4.18.0-1
shared-mime-info 2.4-2
shellcheck 0.10.0-70
shiboken2 5.15.16+3.1-1
shiboken6 6.9.1-2
siege 4.1.7-1
signon-kwallet-extension 25.04.3-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
simdjson 1:3.13.0-1
sl 5.05-5
slang 2.3.3-4
sleuthkit 4.14.0-1
slowhttptest 1.9.0-2
slowloris 0.7-11
smali 2.5.2-2
smartmontools 7.5-1
smbclient 2:4.22.3-1
smplayer 25.6.0-1
snappy 1.2.2-2
sndio 1.10.0-1
sniffglue 0.16.1-2
snort 2.9.20-2
soapysdr 0.8.1-6
socat 1.8.0.3-2
sof-firmware 2025.05-1
solid 6.16.0-1
sonnet 6.16.0-1
soqt 1.6.1-2
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-15
sox 14.4.2+r184+gf3094754-7
spandsp 0.0.6-5
spdlog 1.15.3-1
speech-dispatcher 0.12.1-1
speedtest-cli 2.1.3-9
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-gtk 0.42-4
spice-protocol 0.14.5-1
spiped 1.6.2-3
spirv-llvm-translator 20.1.4-1
spirv-tools 1:1.4.321.0-1
splint 3.1.2.git20180129-3
sqlite 3.50.3-1
sqlmap 1.9.4-2
sratom 0.6.18-1
srt 1.5.4-1
ssdeep 2.14.1-4
ssh-audit 3.3.0-2
sshfs 3.7.3-3
sshtunnel 0.4.0-8
sshuttle 1.3.1-1
sslh 2.2.4-1
sslscan 2.1.5-1
starship 1.23.0-1
startup-notification 0.12-8
stb r2205.f056911-1
strace 6.15-1
stunnel 5.75-1
subbrute 1.2.1-4
subversion 1.14.5-4
sudo 1.9.17.p1-1
suitesparse 7.11.0-1
supermicro-update-manager-debug 2.14.0-2
suricata 6.0.20-1
svt-av1 3.0.2-1
swaks 20240103.0-3
swig 4.3.1-1
syntax-highlighting 6.16.0-1
sysdig 0.40.1-1
systemd 257.7-1
systemd-libs 257.7-1
systemd-sysvcompat 257.7-1
taglib 2.1.1-1
talloc 2.4.3-1
tar 1.35-2
task 3.4.1-1
taskwarrior-tui 0.26.3-1
tcl 8.6.16-1
tcpdump 4.99.5-1
tcpflow 1.6.1-2
tcpreplay 4.5.1-2
tdb 1.4.13-1
tealdeer 1.7.2-1
terminus-font 4.49.1-8
termshark 2.4.0-2
testdisk 7.2-2
testssl.sh 3.2.1-1
tetris 7.1.0-1
tetris-debug 7.1.0-1
tevent 1:0.17.0-1
texinfo 7.2-1
tgpt 2.10.1-1
thc-ipv6 3.8-3
threadweaver 6.16.0-1
thrift 0.21.0-1
thunar 4.20.4-1
thunar-archive-plugin 0.6.0-1
thunar-media-tags-plugin 0.6.0-1
thunar-volman 4.20.0-2
tinc 1.0.36-4
tinyproxy 1.11.2-3
tinysparql 3.9.2-2
tinyxml2 11.0.0-1
tk 8.6.16-1
tmux 3.5_a-1
toilet 0.3.r155.3eb9d58-3
tor 0.4.8.17-2
tor-browser 14.5.5-1
torsocks 2.4.0-1
tpm2-tss 4.1.3-1
traceroute 2.1.6-1
trash-cli 0.24.5.26-2
tree-sitter 0.25.8-1
tree-sitter-c 0.24.1-1
tree-sitter-cli 0.25.8-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.0-1
tree-sitter-query 0.6.2-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
trivy 0.64.1-1
tslib 1.23-1
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-dejavu-nerd 3.4.0-1
ttf-firacode-nerd 3.4.0-1
ttf-hack 3.003-7
ttf-hack-nerd 3.4.0-1
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-sourcecodepro-nerd 3.4.0-1
tumbler 4.20.0-3
twolame 0.4.0-4
tzdata 2025b-1
uchardet 0.0.8-3
udisks2 2.10.1-6
udp2raw 20230206.0-3
ufw 0.36.2-5
unhide 20220611-3
unibilium 2.1.2-1
unicorn 2.1.3-3
unixodbc 2.3.12-3
unrar 1:7.1.9-1
unzip 6.0-23
upower 1.90.9-1
upx 5.0.2-1
urh 2.9.6-9
usbredir 0.15.0-1
usbutils 018-1
uthash 2.3.0-2
util-linux 2.41.1-1
util-linux-libs 2.41.1-1
v4l-utils 1.30.1-1
vala 0.56.18-4
valabind 1.8.0-4
valgrind 3.25.1-1
valijson 1.0.6-1
vapoursynth R70-2
vde2 2.3.3-7
veracrypt 1.26.24-2
verdict 1.4.2-1
vid.stab 1.1.1-2
vim 9.1.1552-1
vim-runtime 9.1.1552-1
virglrenderer 1.1.1-1
virt-install 5.0.0-1
virt-manager 5.0.0-1
virt-viewer 11.0-4
virtiofsd 1.13.2-1
virtualbox 7.1.12-1
virtualbox-host-modules-arch 7.1.12-3
virustotal 4.9aea023-5
viu 1.5.1-1
vlc 3.0.21-27
vlc-cli 3.0.21-27
vlc-gui-qt 3.0.21-27
vlc-plugin-a52dec 3.0.21-27
vlc-plugin-alsa 3.0.21-27
vlc-plugin-archive 3.0.21-27
vlc-plugin-dav1d 3.0.21-27
vlc-plugin-dbus 3.0.21-27
vlc-plugin-dbus-screensaver 3.0.21-27
vlc-plugin-faad2 3.0.21-27
vlc-plugin-flac 3.0.21-27
vlc-plugin-gnutls 3.0.21-27
vlc-plugin-inflate 3.0.21-27
vlc-plugin-journal 3.0.21-27
vlc-plugin-jpeg 3.0.21-27
vlc-plugin-lua 3.0.21-27
vlc-plugin-mpg123 3.0.21-27
vlc-plugin-ogg 3.0.21-27
vlc-plugin-opus 3.0.21-27
vlc-plugin-png 3.0.21-27
vlc-plugin-pulse 3.0.21-27
vlc-plugin-shout 3.0.21-27
vlc-plugin-speex 3.0.21-27
vlc-plugin-tag 3.0.21-27
vlc-plugin-theora 3.0.21-27
vlc-plugin-twolame 3.0.21-27
vlc-plugin-vorbis 3.0.21-27
vlc-plugin-vpx 3.0.21-27
vlc-plugin-xml 3.0.21-27
vlc-plugins-base 3.0.21-27
vlc-plugins-video-output 3.0.21-27
vmaf 3.0.0-1
volatility3 2.11.0-1
volume_key 0.3.12-11
volumeicon 0.5.1-7
vte-common 0.80.3-1
vte3 0.80.3-1
vtk 9.5.0-4
vulkan-icd-loader 1.4.321.0-1
vulkan-intel 1:25.1.6-1
vulscan 2.0-5
wasi-compiler-rt 20.1.6-1
wasi-libc 1:0+410+574b88da-2
wasi-libc++ 20.1.6-2
wasi-libc++abi 20.1.6-2
wavemon 0.9.6-1
wavpack 5.8.1-1
wayland 1.23.1-2
webkit2gtk-4.1 2.48.3-1
webkitgtk-6.0 2.48.3-1
webrtc-audio-processing-1 1.3-5
websocketpp 0.8.2-3
wget 1.25.0-2
which 2.23-1
whois 5.6.1-1
wifite 2:2.7.0-3
wine 10.12-1
wireless_tools 30.pre9-4
wireplumber 0.5.10-1
wireshark-cli 4.4.8-1
wireshark-qt 4.4.8-1
woff2 1.0.2-6
wolfssl 5.8.0-2
wordlistctl 0.9.4-5
wordlister 56.7457c21-5
wpa_supplicant 2:2.11-3
wpscan 1:3.8.28-4
wxwidgets-common 3.2.8.1-2
wxwidgets-gtk3 3.2.8.1-2
x264 3:0.164.r3108.31e19f9-3
x265 4.1-1
x64dbg 2025.07.04-1
xarchiver 0.5.4.25-1
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-1
xdg-desktop-portal-cosmic 1.0.0.alpha.7-1
xdg-user-dirs 0.18-2
xdg-utils 1.2.1-1
xerces-c 3.3.0-2
xf86-input-libinput 1.5.0-1
xf86-video-intel 1:2.99.917+939+g4a64400e-1
xf86-video-vesa 2.6.0-2
xfburn 0.8.0-1
xfconf 4.20.0-2
xfdesktop 4.20.1-1
xfwm4 4.20.0-2
xfwm4-themes 4.10.0-6
xkeyboard-config 2.45-1
xmlsec 1.3.7-2
xorg-bdftopcf 1.1.2-1
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-2
xorg-fonts-100dpi 1.0.4-3
xorg-fonts-75dpi 1.0.4-2
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.18-2
xorg-server-common 21.1.18-2
xorg-server-devel 21.1.18-2
xorg-server-xephyr 21.1.18-2
xorg-server-xnest 21.1.18-2
xorg-server-xvfb 21.1.18-2
xorg-sessreg 1.1.4-1
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.8-1
xorg-util-macros 1.20.2-1
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.4-1
xorg-xbacklight 1.2.4-1
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.9-1
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.10-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.6-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.8-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xortool 1.0.0-3
xpad 5.8.0-1
xterm 401-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yad 14.1-2
yaml-cpp 0.8.0-2
yara 4.5.4-1
yarn 1.22.22-2
yasm 1.3.0-8
yay 12.5.0-1
yay-debug 12.5.0-1
yazi 25.5.31-2
youtube-music 3.9.0-1
youtube-tui 0.8.3-1
youtube-tui-debug 0.8.3-1
ytfzf 2.6.2-2
yyjson 0.11.1-1
z3 4.15.1-1
zaproxy 2.16.1-1
zenity 4.1.90-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zmap 4.3.1-1
zoxide 0.9.8-2
zram-generator 1.2.1-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-syntax-highlighting 0.8.0-1
zssh 1.5c-15
zstd 1.5.7-2
zxing-cpp 2.3.0-5
zzuf 0.15-3
